번호,제목,생산일,조회수,내용번호
1981,서울 영아 일시보호소 (영아원),2009-12-20,17134,2896394
1980,은행콜센터 전화번호는?,2009-12-18,2326,2896583
1979,"[인천국제공항] 담배, 주류, 음식물 등 반입 관련 문의",2009-12-18,13240,2894454
1978,유기동물의 종별에 따른 민원처리 방법,2009-12-14,1826,2898316
1977,서울의 호칭(명칭)은 언제부터 생겼나요?,2009-12-14,1275,2894123
1976,"주요 손해보험사 (사고보상, 긴급출동서비스), 생명보험사 연락처",2009-12-14,8882,2895007
1975,노량진 수산시장 안내,2009-12-13,14160,2898568
1974,실버카페 -삼가연정(三嘉連亭),2009-12-10,921,2896994
1973,입찰공고서식은 어디에서 다운 받아야 하나요?,2009-12-09,1109,2896431
1972,자녀가 학교에 알려지는 것이 두려워 학비지원을 포기할 경우,2009-10-30,428,2896638
1971,민원을 내기 전에 유사사례를 검색할 수 있을까요?,2009-10-27,279,2896641
1970,은평구 관내 볼링장 이용안내,2009-10-27,2485,2895439
1969,은평구 관내 학교복합화 시설 안내,2009-10-27,795,2895472
1968,재산의 명의자와 실소유자가 다른경우,2009-10-26,474,2898121
1967,대지권등록부등본이 무엇인가요?,2009-10-26,8098,2898283
1966,집수정은 얼마나 자주 청소해야 하나요?,2009-10-26,1133,2897739
1965,기부채납이 무엇입니까?,2009-10-26,2271,2896782
1964,장지천 음악방송은 어떻게 운영하나요?,2009-10-26,208,2896800
1963,떡류를 생산하는데 자가품질검사의 주기는 어떠한가요,2009-10-26,239,2896426
1962,보건소 방문시 휠체어를 빌리고 싶습니다.,2009-10-26,375,2897052
1961,"청약자가 직계존속과 동일 주소에 거주하고 있으나, 주민등록을 분리한 경우 직계존속을 부양가족으로 인정받을 수 있는지?",2009-10-26,1511,2898006
1960,청약자가 배우자 및 자녀와 주민등록상 분리되어 있는 경우에 가점제의 부양가족수 산정은?,2009-10-26,429,2898005
1959,통과도로란 어떤 도로를 말하는것인가요?,2009-10-26,2396,2896025
1958,수색동에 오래된 대장간이 있다는데...,2009-10-26,233,2896689
1957,고시질환은 무엇인가요?,2009-10-26,8533,2895625
1956,근저당권 말소등기신청서 기재 중 부동산 표시란 무엇입니까?,2009-10-26,1190,2895494
1955,근저당권자는 누구입니까?,2009-10-26,1687,2896697
1954,민원불편신고 답변 내용이 불성실한데 만족도 평가를 할 수 있나요?,2009-10-26,469,2896640
1953,공동주택,2009-10-26,448,2894873
1952,근저당권말소등기란 무엇입니까?,2009-10-26,2283,2896694
1951,재난의 종류?,2009-10-26,11063,2896303
1950,장지천 LED 조명등 수명은 ?,2009-10-26,557,2896799
1949,도시환경정비사업에서 몇 세대 이상일 경우 임대주택을 건립하나요?,2009-10-26,665,2894887
1948,행정대집행 계고란?,2009-10-26,2521,2894994
1947,장지천 풍력 가로등 설치는?,2009-10-26,482,2896817
1946,'권장용도'란?,2009-10-26,874,2897562
1945,'불허용도'란?,2009-10-26,1074,2897561
1944,장지천 태양광 가로등은 무엇인가요?,2009-10-26,977,2896798
1943,올림픽로 디자인 서울거리 조성,2009-10-26,313,2896748
1942,음식점에서 식사후 남은 음식을 포장해 달라고 할 수 있나요?,2009-10-26,2878,2897603
1941,은평구 장애인직업재활시설은?,2009-10-26,481,2895281
1940,민원사항을 신고할 수 있는 방법을 알려주세요.,2009-10-26,397,2897054
1939,사업자 소재지 변경 신고를 하려고 하는데 사업자 변경 신고 수수료는 얼마인가요?,2009-10-26,1078,2895400
1938,상봉재정비촉진지구의 재정비촉진계획 결정권자는?,2009-10-26,196,2894895
1937,상봉재정비촉진지구의 유형은?,2009-10-26,170,2894896
1936,등록번호표 반납을 10일이내에 못했는데 과태료가 얼마인가요?,2009-10-26,279,2895002
1935,중랑구에 청각언어 장애인용 영상전화기 설치장소는 어디인가요?,2009-10-26,323,2897878
1934,준공업지역내 업무시설(오피스텔) 건축 시 지구단위계획 수립하여야 하는지,2009-10-26,3637,2896026
1933,상봉재정비촉진지구의 높이 계획과 면적은?,2009-10-26,174,2894894
1932,상봉1존치관리구역,2009-10-26,876,2894888
1931,상봉7존치관리구역,2009-10-26,1031,2894890
1930,불법직업소개 등 신고포상금은?,2009-10-26,494,2896946
1929,지자체가 기타운동시설운영업을 영위하는 경우 부가세가 과세되는 '기타운동시설운용업'의 범위는?,2009-10-26,868,2897557
1928,통신분야 계약심사 요청 대상 범위는?,2009-10-26,107,2896843
1927,위례신도시사업 시행,2009-10-26,2503,2895599
1926,중앙버스차로에 있는 버스정거장 관리부서는,2009-10-26,841,2896788
1925,수도권 정비계획이란?,2009-10-26,739,2895949
1924,설비공사분야 실적공사비 적용 대상 범위는?,2009-10-26,140,2896844
1923,건축공사분야 실적공사비 적용 대상 범위는?,2009-10-26,406,2896860
1922,성장관리권역이란?,2009-10-26,3682,2895075
1921,부도심 이란?,2009-10-26,1169,2895912
1920,보행자 전용 도로란?,2009-10-26,4396,2895074
1919,보존지구란?,2009-10-26,408,2895073
1918,보전산지란?,2009-10-26,1403,2896816
1917,보안림구역이란?,2009-10-26,613,2896815
1916,덤프트럭의 용도를 자가용에서 영업용으로 변경하려고 합니다. 어떻게 해야하나요?,2009-10-26,2334,2895970
1915,창업강좌란?,2009-10-26,691,2896455
1914,수강신청취소 환불요청은 어떻게하나요,2009-10-26,123,2897685
1913,시비 재배정사업 중 통신분야 서울시(계약심사과) 심사요청 대상은?,2009-10-26,243,2896845
1912,구에서 운영하는 웨딩홀이 있나요?,2009-10-26,392,2895601
1911,시비 재배정사업 중 전기분야 서울시(계약심사과) 심사요청 대상은?,2009-10-26,163,2896854
1910,방재지구란?,2009-10-26,722,2895948
1909,시비 재배정사업 중 조경분야 서울시(계약심사과) 심사요청 대상은?,2009-10-26,527,2896853
1908,시비 재배정사업 중 건축분야 서울시(계약심사과) 심사요청 대상은?,2009-10-26,281,2896852
1907,시비 재배정사업 중 토목분야 서울시(계약심사과) 심사요청 대상은?,2009-10-26,342,2896851
1906,계약심사 대상금액이란?,2009-10-26,479,2896850
1905,계약심사제의 심사업무 기능은?,2009-10-26,129,2896849
1904,방재란 무엇을 말합니까?,2009-10-26,5611,2896137
1903,물품구매분야 계약심사 요청 대상 범위는?,2009-10-26,174,2896848
1902,용역분야 계약심사 요청 대상 범위는?,2009-10-26,226,2896847
1901,공사분야 계약심사 요청 대상 범위는?,2009-10-26,240,2896846
1900,특수의료장비]전속을 하고 있지 않는 경우 비전속은 어떻게 해야합니까?,2009-10-26,312,2896136
1899,국가기관과 공공단체에 대한 청렴지수를 조사하나요,2009-10-26,137,2897556
1898,주유취급소 부대시설,2009-10-26,973,2895511
1897,주유취급소 기술기준,2009-10-26,1090,2895512
1896,차량에 탑승하는 영유아들 모두 개별적으로 안전벨트를 해야 하나요? 그리고 영아의 경우 보호자가 함께 탑승할 경우에도 보호 장구를 구비해야 하나요?,2009-10-25,673,2896266
1895,매수불가토지내 건축가능 범위?,2009-10-24,157,2895125
1894,도로의 곡각지점?,2009-10-24,2929,2895896
1893,도시디자인팀은무슨일을합니까?,2009-10-23,201,2896734
1892,기존 테니스장을 다른 시설로 용도 변경이 가능한지요?,2009-10-23,1138,2898569
1891,창문에 썬팅을 하려고하는데 괜찮은가요?,2009-10-23,689,2895491
1890,의료급여 연장승인 신청자가 주민등록이 말소되었거나 교도소 수감중일 경우 연장승인 처리방법은?,2009-10-23,1429,2895624
1889,의료급여 대상자가 사망하였는데 급여일수를 초과하였습니다. 어떻게 하여야 하나요?,2009-10-23,464,2894089
1888,의료급여증 재사용에 대한 직인은 어느기관것을 사용해야 하나요?,2009-10-23,404,2896075
1887,사정상 주민등록을 시설의 주소에 전입을 할 수 없어 타 시도에 주소를 두고 관내 시설수급자로 보호를 받고 있는데 시설수급자로 의료급여 수급권자 책정이 가능한가요?,2009-10-23,859,2896027
1886,대지의 가각은 어떤경우에 하는 건가요?,2009-10-23,428,2896074
1885,피해자 중 여러가지 신청서가 해당될 경우 첨부서류가 중복될 경우에는 어떻게 해야하는지?,2009-10-23,263,2895543
1884,북한이탈주민으로 의료급여 수급을 받다가 아들이 분가하게 된 경우 의료급여가 중단되나요?,2009-10-23,560,2896029
1883,감정평가에서 사용되는 용어,2009-10-23,718,2896733
1882,민원처리 점검 기대효과는 ?,2009-10-23,194,2895204
1881,손궤란무슨뜻인가요,2009-10-23,1245,2894869
1880,공용수용이란?,2009-10-23,1889,2896732
1879,행려환자의 의료급여 개시일은 언제인가요?,2009-10-23,707,2896037
1878,행려자도 아니고 시설수용자도 아닌 사람이 살고 있던 비닐하우스에서 화상을 입었습니다. 주민번호 불명자인데 행려자 번호 부여가 가능합니까?,2009-10-23,370,2896135
1877,도시계획사업으로 철거되는 철거민에게 공급하는 아파트 면적은?,2009-10-23,582,2896184
1876,"송파구에서 정하고 있는 “천년의 뜰, 송파”라는 컨셉은 구체적으로 어떤 것인가요?",2009-10-23,195,2896731
1875,송파구에는 도시디자인 가이드라인이 있나요?,2009-10-23,258,2896729
1874,석촌호수길 카페거리 조성 사업,2009-10-23,2538,2896728
1873,송파구 도시디자인위원회,2009-10-23,823,2896727
1872,디자인위원회 심의시기 및 절차는 어떻게 되나요?,2009-10-23,642,2896726
1871,자활급여 특례자가 속한 가구원 모두에게 질병이나 질환이 없을지라도 2003년 부터 2종의 의료급여를 지원하는 것이 맞나요?,2009-10-23,388,2896036
1870,의료급여법상으로 2종대상자이면서 가구여건산 근로유예대상자이나 의료급여 1종대상자로 책정할 수 있는 예외규정이 있나요?,2009-10-23,434,2896035
1869,질병이나 부상에 따른 근로능력을 판정할 때 의사의 소견서로만 인정받을 수 있나요?,2009-10-23,1140,2896034
1868,도시지역권근린공원?,2009-10-23,570,2895973
1867,건설기계 휴지기간에도 보험을 가입해야 하나요,2009-10-23,765,2896679
1866,"어린이놀이터에 서바이벌 게임놀이시설, 운동시설 및 학습장 등을 추가 설치할 수 있는지?",2009-10-23,434,2894898
1865,잔여지란 어떤 것을 말하나요,2009-10-23,1122,2896742
1864,폐업보상과 휴업보상의 차이점은?,2009-10-23,1757,2896741
1863,건물등기부상 등재된 건물면적과 실제건물면적이 다른 경우의 보상은 어떻게 되나요,2009-10-23,733,2896740
1862,토지등기부에 근저당이 설정 된 경우 보상을 받으려면 어떻게 해야 하나요,2009-10-23,2693,2896739
1861,도로구역이란?,2009-10-23,1687,2897374
1860,농로란?,2009-10-23,1688,2897376
1859,농가주택이란?,2009-10-23,2119,2897375
1858,2종일반주거지역 내에 새로 건축할 때 몇 층 까지 가능한가요,2009-10-23,7453,2896030
1857,타시도의한약업사가서울시로의전입을원하는경우이전허가가가능한가요?,2009-10-23,241,2896678
1856,보도의 최소 폭은?,2009-10-23,839,2897737
1855,식품제조가공업소에서 빵류에 대한 자가품질검사기간은?,2009-10-23,411,2895292
1854,안경업소가 과대 광고를 한 경우 행정처분 기준은?,2009-10-23,500,2894126
1853,보도상 차량출입을 방지할 수 있는 방법은?,2009-10-23,358,2896789
1852,장지택지개발지구(파인타운) 내 과속방지턱을 설치해 주세요,2009-10-23,430,2897736
1851,공공사업의 지연으로 인한 피해에 대하여 보상이 가능한가요?,2009-10-23,262,2896738
1850,의료기사가 영리를 목적으로 특정 안경업소 또는 안경사에게 고객을 알선？소개 또는 유인하는 행위를 한 경우 행정처분 기준은?,2009-10-23,447,2894125
1849,의료기사가 타인에게 의료기사등의 면허증을 빌려준 경우 행정처분 기준은?,2009-10-23,375,2894122
1848,자연지반이란,2009-10-23,433,2898053
1847,동별 사용검사를 받고 분양승인 이전인 공동주택의 1층 내력벽 일부를 철거하여 보행자 통로로 사용할 수 있는지?,2009-10-23,468,2894911
1846,"의료기관이 환자로부터 징수하는 비급여 진료비용, 제증명수수료를 고지하지 아니한 경우 행정처분 기준은?",2009-10-23,410,2897221
1845,의료기관이 진료기록부 등의 이관이나 보관 등의 조치를 아니한 경우 행정처분 기준은?,2009-10-23,495,2897220
1844,만두류의 자가품질검사 기간은 ?,2009-10-23,405,2895291
1843,노인복지시설이란?,2009-10-23,1786,2897290
1842,다중주택,2009-10-23,737,2897361
1841,(구)송파구! 장애인 가정방문 교육의 경우 신청자격은 어떻게 되나요?,2009-10-23,347,2895290
1840,공중에 띄우는 애드벌룬은 신고대상인지?,2009-10-23,674,2894995
1839,의료기관이 세탁물을 적법하게 처리하지 아니한 경우 행정처분 기준은?,2009-10-23,279,2897219
1838,광진구 주요 구도 이름을 알려주세요?,2009-10-23,177,2894564
1837,의료기관이 비도덕적 진료행위를 한 경우 행정처분 기준은?,2009-10-23,236,2897218
1836,무주택세대주란 무엇인가요?,2009-10-23,4134,2894587
1835,의료기관이 전문의의 자격인정을 받지 아니한 자가 전문과목을 표시한 경우 행정처분 기준은?,2009-10-23,189,2897217
1834,의료기관이진료기록부등을 거짓으로 작성하거나 보존하지 아니한 경우 행정처분 기준은?,2009-10-23,370,2897216
1833,의료기관이 진료기록부등을 기록하지 아니한 경우 행정처분 기준은?,2009-10-23,285,2897215
1832,의료기관이 처방전을 환자에게 발급하지 아니한 경우 행정처분 기준은?,2009-10-23,461,2897214
1831,용마산에 있는 용마폭포공원의 전화번호는?,2009-10-23,2350,2897615
1830,"의원이 진단서,검안서 또는 증명서를 거짓으로 작성하여 발급한 경우 행정처분 기준은?",2009-10-23,590,2897201
1829,"아취광고물은 허가대상입니까, 신고대상입니까?",2009-10-23,177,2895895
1828,국민주택의 정의는 무엇인가요?,2009-10-23,738,2894588
1827,기숙사?,2009-10-23,254,2897360
1826,구산동 직능단체 구성 현황에 대하여 알고 싶습니다.,2009-10-23,371,2898314
1825,기부채납이란?,2009-10-23,309,2895946
1824,"구산동 주요시설에 대하여 알고 싶습니다,",2009-10-23,72,2898313
1823,으뜸거리 간판 조성은 몇개 업체가 참여하였는가,2009-10-23,191,2896024
1822,사랑의 쌀 전달식은 1년에 몇번하는가요?,2009-10-23,300,2896518
1821,자치행정과의 주요업무는 무엇인가요?,2009-10-23,1620,2897912
1820,사설안내표지 표준디자인 매뉴얼이란?,2009-10-22,1239,2895974
1819,서울시 시가지 경관계획이란?,2009-10-22,3221,2896023
1818,서울시 우수공공디자인 인증제란 무엇입니까?,2009-10-22,547,2895975
